instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_group,temp_group2
13852,2012-08-05,3,1,8,8,0,0,0,1,0.76,0.7273,0.66,0.3284,27,81,108,Panas,Panas
13853,2012-08-05,3,1,8,9,0,0,0,1,0.8,0.7727,0.59,0.3582,61,168,229,Panas,Panas
13854,2012-08-05,3,1,8,10,0,0,0,1,0.8,0.7727,0.59,0.4179,111,253,364,Panas,Panas
13855,2012-08-05,3,1,8,11,0,0,0,1,0.82,0.7879,0.56,0.4179,155,282,437,Panas,Panas
13856,2012-08-05,3,1,8,12,0,0,0,1,0.86,0.803,0.47,0.5224,161,330,491,Panas,Panas
13857,2012-08-05,3,1,8,13,0,0,0,1,0.88,0.8182,0.44,0.4627,208,315,523,Panas,Panas
13858,2012-08-05,3,1,8,14,0,0,0,1,0.9,0.8485,0.42,0.4627,161,365,526,Panas,Panas
13859,2012-08-05,3,1,8,15,0,0,0,1,0.9,0.8182,0.37,0.5224,164,286,450,Panas,Panas
13860,2012-08-05,3,1,8,16,0,0,0,1,0.82,0.7576,0.46,0.2537,143,278,421,Panas,Panas
13861,2012-08-05,3,1,8,17,0,0,0,1,0.82,0.7576,0.46,0.2537,122,260,382,Panas,Panas
13862,2012-08-05,3,1,8,18,0,0,0,3,0.7,0.6667,0.74,0.1343,75,154,229,Panas,Panas
13863,2012-08-05,3,1,8,19,0,0,0,1,0.7,0.6667,0.84,0.2239,46,139,185,Panas,Panas
13864,2012-08-05,3,1,8,20,0,0,0,1,0.7,0.6667,0.84,0.1045,53,140,193,Panas,Panas
13865,2012-08-05,3,1,8,21,0,0,0,1,0.72,0.697,0.79,0.1045,51,157,208,Panas,Panas
13866,2012-08-05,3,1,8,22,0,0,0,1,0.72,0.697,0.79,0.0896,57,100,157,Panas,Panas
13867,2012-08-05,3,1,8,23,0,0,0,2,0.72,0.697,0.79,0.1642,29,58,87,Panas,Panas
13868,2012-08-06,3,1,8,0,0,1,1,2,0.72,0.697,0.79,0.0,9,24,33,Panas,Panas
13869,2012-08-06,3,1,8,1,0,1,1,1,0.72,0.697,0.79,0.0896,1,10,11,Panas,Panas
13870,2012-08-06,3,1,8,2,0,1,1,2,0.72,0.697,0.79,0.1343,0,5,5,Panas,Panas
13871,2012-08-06,3,1,8,3,0,1,1,3,0.72,0.697,0.79,0.0896,0,5,5,Panas,Panas
13872,2012-08-06,3,1,8,4,0,1,1,2,0.72,0.697,0.74,0.1343,3,8,11,Panas,Panas
13873,2012-08-06,3,1,8,5,0,1,1,1,0.7,0.6667,0.79,0.194,2,23,25,Panas,Panas
13874,2012-08-06,3,1,8,6,0,1,1,2,0.7,0.6667,0.79,0.2239,4,137,141,Panas,Panas
13875,2012-08-06,3,1,8,7,0,1,1,3,0.72,0.6818,0.7,0.194,14,393,407,Panas,Panas
13876,2012-08-06,3,1,8,8,0,1,1,2,0.7,0.6667,0.79,0.0,27,578,605,Panas,Panas
13877,2012-08-06,3,1,8,9,0,1,1,3,0.7,0.6667,0.79,0.1642,28,248,276,Panas,Panas
13878,2012-08-06,3,1,8,10,0,1,1,1,0.74,0.697,0.7,0.2239,54,159,213,Panas,Panas
13879,2012-08-06,3,1,8,11,0,1,1,1,0.76,0.7273,0.66,0.1343,108,152,260,Panas,Panas
13880,2012-08-06,3,1,8,12,0,1,1,2,0.78,0.7273,0.55,0.0896,72,213,285,Panas,Panas
13881,2012-08-06,3,1,8,13,0,1,1,1,0.8,0.7424,0.49,0.2239,85,204,289,Panas,Panas
13882,2012-08-06,3,1,8,14,0,1,1,1,0.82,0.7576,0.46,0.0,99,188,287,Panas,Panas
13883,2012-08-06,3,1,8,15,0,1,1,1,0.82,0.7576,0.46,0.1343,91,183,274,Panas,Panas
13884,2012-08-06,3,1,8,16,0,1,1,1,0.84,0.7576,0.41,0.1045,88,363,451,Panas,Panas
13885,2012-08-06,3,1,8,17,0,1,1,1,0.82,0.7424,0.41,0.0,112,746,858,Panas,Panas
13886,2012-08-06,3,1,8,18,0,1,1,1,0.82,0.7424,0.41,0.1343,100,743,843,Panas,Panas
13887,2012-08-06,3,1,8,19,0,1,1,1,0.78,0.7424,0.59,0.194,109,531,640,Panas,Panas
13888,2012-08-06,3,1,8,20,0,1,1,1,0.76,0.7273,0.66,0.1642,89,368,457,Panas,Panas
13889,2012-08-06,3,1,8,21,0,1,1,1,0.74,0.697,0.7,0.194,72,245,317,Panas,Panas
13890,2012-08-06,3,1,8,22,0,1,1,1,0.74,0.697,0.7,0.0896,50,157,207,Panas,Panas
13891,2012-08-06,3,1,8,23,0,1,1,1,0.72,0.697,0.74,0.194,16,97,113,Panas,Panas
13892,2012-08-07,3,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.194,15,32,47,Panas,Panas
13893,2012-08-07,3,1,8,1,0,2,1,1,0.7,0.6667,0.84,0.1343,2,16,18,Panas,Panas
13894,2012-08-07,3,1,8,2,0,2,1,1,0.7,0.6667,0.84,0.1343,6,7,13,Panas,Panas
13895,2012-08-07,3,1,8,3,0,2,1,1,0.7,0.6667,0.84,0.0,0,6,6,Panas,Panas
13896,2012-08-07,3,1,8,4,0,2,1,1,0.68,0.6364,0.83,0.1343,2,7,9,Panas,Panas
13897,2012-08-07,3,1,8,5,0,2,1,1,0.7,0.6667,0.79,0.1045,3,33,36,Panas,Panas
13898,2012-08-07,3,1,8,6,0,2,1,2,0.7,0.6667,0.79,0.194,3,176,179,Panas,Panas
13899,2012-08-07,3,1,8,7,0,2,1,2,0.7,0.6667,0.74,0.1343,21,481,502,Panas,Panas
13900,2012-08-07,3,1,8,8,0,2,1,2,0.7,0.6515,0.7,0.1642,41,664,705,Panas,Panas
13901,2012-08-07,3,1,8,9,0,2,1,2,0.7,0.6667,0.74,0.1343,44,283,327,Panas,Panas
13902,2012-08-07,3,1,8,10,0,2,1,2,0.74,0.697,0.7,0.1343,89,161,250,Panas,Panas
13903,2012-08-07,3,1,8,11,0,2,1,2,0.76,0.7273,0.66,0.0896,84,130,214,Panas,Panas
13904,2012-08-07,3,1,8,12,0,2,1,2,0.8,0.7576,0.55,0.1343,86,197,283,Panas,Panas
13905,2012-08-07,3,1,8,13,0,2,1,2,0.8,0.7424,0.52,0.194,68,185,253,Panas,Panas
13906,2012-08-07,3,1,8,14,0,2,1,2,0.82,0.7576,0.46,0.0,76,185,261,Panas,Panas
13907,2012-08-07,3,1,8,15,0,2,1,1,0.8,0.7424,0.52,0.0,100,206,306,Panas,Panas
13908,2012-08-07,3,1,8,16,0,2,1,3,0.76,0.7273,0.66,0.2836,101,344,445,Panas,Panas
13909,2012-08-07,3,1,8,17,0,2,1,2,0.78,0.7424,0.62,0.1343,125,743,868,Panas,Panas
13910,2012-08-07,3,1,8,18,0,2,1,2,0.76,0.7121,0.62,0.1642,103,711,814,Panas,Panas
13911,2012-08-07,3,1,8,19,0,2,1,2,0.76,0.7273,0.66,0.1045,104,506,610,Panas,Panas
13912,2012-08-07,3,1,8,20,0,2,1,2,0.74,0.697,0.7,0.1343,74,374,448,Panas,Panas
13913,2012-08-07,3,1,8,21,0,2,1,2,0.72,0.697,0.74,0.0,70,247,317,Panas,Panas
13914,2012-08-07,3,1,8,22,0,2,1,1,0.72,0.697,0.74,0.1045,43,181,224,Panas,Panas
13915,2012-08-07,3,1,8,23,0,2,1,1,0.72,0.697,0.79,0.0,18,120,138,Panas,Panas
13916,2012-08-08,3,1,8,0,0,3,1,1,0.7,0.6667,0.84,0.0,12,46,58,Panas,Panas
13917,2012-08-08,3,1,8,1,0,3,1,1,0.72,0.697,0.79,0.0,3,20,23,Panas,Panas
13918,2012-08-08,3,1,8,2,0,3,1,1,0.7,0.6667,0.84,0.0,1,5,6,Panas,Panas
13919,2012-08-08,3,1,8,3,0,3,1,1,0.7,0.6667,0.84,0.0,1,6,7,Panas,Panas
13920,2012-08-08,3,1,8,4,0,3,1,1,0.7,0.6667,0.84,0.0,1,6,7,Panas,Panas
13921,2012-08-08,3,1,8,5,0,3,1,2,0.68,0.6364,0.89,0.1642,3,40,43,Panas,Panas
13922,2012-08-08,3,1,8,6,0,3,1,2,0.7,0.6667,0.84,0.1642,4,169,173,Panas,Panas
13923,2012-08-08,3,1,8,7,0,3,1,2,0.7,0.6667,0.84,0.1642,24,458,482,Panas,Panas
13924,2012-08-08,3,1,8,8,0,3,1,2,0.74,0.7273,0.72,0.0896,48,689,737,Panas,Panas
13925,2012-08-08,3,1,8,9,0,3,1,2,0.76,0.7273,0.66,0.0,33,308,341,Panas,Panas
13926,2012-08-08,3,1,8,10,0,3,1,2,0.8,0.7424,0.52,0.1343,63,151,214,Panas,Panas
13927,2012-08-08,3,1,8,11,0,3,1,2,0.8,0.7424,0.52,0.0,80,159,239,Panas,Panas
13928,2012-08-08,3,1,8,12,0,3,1,2,0.8,0.7424,0.52,0.0,63,217,280,Panas,Panas
13929,2012-08-08,3,1,8,13,0,3,1,2,0.8,0.7424,0.52,0.0,101,212,313,Panas,Panas
13930,2012-08-08,3,1,8,14,0,3,1,2,0.8,0.7424,0.52,0.2537,63,173,236,Panas,Panas
13931,2012-08-08,3,1,8,15,0,3,1,2,0.84,0.7576,0.44,0.194,110,168,278,Panas,Panas
13932,2012-08-08,3,1,8,16,0,3,1,2,0.8,0.7424,0.49,0.2836,113,328,441,Panas,Panas
13933,2012-08-08,3,1,8,17,0,3,1,2,0.8,0.7576,0.55,0.2836,107,751,858,Panas,Panas
13934,2012-08-08,3,1,8,18,0,3,1,2,0.78,0.7273,0.55,0.1642,117,745,862,Panas,Panas
13935,2012-08-08,3,1,8,19,0,3,1,1,0.76,0.7273,0.66,0.2239,119,567,686,Panas,Panas
13936,2012-08-08,3,1,8,20,0,3,1,1,0.74,0.697,0.66,0.194,76,424,500,Panas,Panas
13937,2012-08-08,3,1,8,21,0,3,1,1,0.74,0.697,0.66,0.1045,70,311,381,Panas,Panas
13938,2012-08-08,3,1,8,22,0,3,1,1,0.72,0.697,0.74,0.1045,35,198,233,Panas,Panas
13939,2012-08-08,3,1,8,23,0,3,1,1,0.72,0.6818,0.7,0.1343,16,120,136,Panas,Panas
13940,2012-08-09,3,1,8,0,0,4,1,1,0.72,0.697,0.74,0.194,16,51,67,Panas,Panas
13941,2012-08-09,3,1,8,1,0,4,1,1,0.7,0.6667,0.79,0.1343,5,23,28,Panas,Panas
13942,2012-08-09,3,1,8,2,0,4,1,1,0.7,0.6667,0.84,0.0896,2,12,14,Panas,Panas
13943,2012-08-09,3,1,8,3,0,4,1,1,0.68,0.6364,0.83,0.0896,1,5,6,Panas,Panas
13944,2012-08-09,3,1,8,4,0,4,1,2,0.68,0.6364,0.89,0.1343,0,10,10,Panas,Panas
13945,2012-08-09,3,1,8,5,0,4,1,2,0.66,0.5909,0.94,0.0,4,37,41,Hangat,Hangat
13946,2012-08-09,3,1,8,6,0,4,1,1,0.66,0.6061,0.83,0.1642,5,162,167,Hangat,Hangat
13947,2012-08-09,3,1,8,7,0,4,1,2,0.7,0.6667,0.84,0.1642,24,451,475,Panas,Panas
13948,2012-08-09,3,1,8,8,0,4,1,1,0.72,0.697,0.74,0.1045,28,670,698,Panas,Panas
13949,2012-08-09,3,1,8,9,0,4,1,1,0.76,0.7273,0.66,0.1642,54,299,353,Panas,Panas
13950,2012-08-09,3,1,8,10,0,4,1,1,0.8,0.7576,0.55,0.2239,72,133,205,Panas,Panas
13951,2012-08-09,3,1,8,11,0,4,1,1,0.84,0.7576,0.44,0.0,94,166,260,Panas,Panas
13952,2012-08-09,3,1,8,12,0,4,1,1,0.84,0.7576,0.44,0.1045,85,192,277,Panas,Panas
13953,2012-08-09,3,1,8,13,0,4,1,1,0.86,0.7879,0.41,0.1045,80,201,281,Panas,Panas
13954,2012-08-09,3,1,8,14,0,4,1,1,0.88,0.7727,0.32,0.2239,86,161,247,Panas,Panas
13955,2012-08-09,3,1,8,15,0,4,1,1,0.88,0.7727,0.32,0.2239,63,204,267,Panas,Panas
13956,2012-08-09,3,1,8,16,0,4,1,1,0.86,0.7727,0.39,0.2537,97,320,417,Panas,Panas
13957,2012-08-09,3,1,8,17,0,4,1,1,0.86,0.7576,0.36,0.2537,111,699,810,Panas,Panas
13958,2012-08-09,3,1,8,18,0,4,1,2,0.82,0.7576,0.46,0.2537,78,733,811,Panas,Panas
13959,2012-08-09,3,1,8,19,0,4,1,1,0.8,0.7576,0.55,0.194,90,533,623,Panas,Panas
13960,2012-08-09,3,1,8,20,0,4,1,1,0.7,0.6515,0.54,0.2836,91,387,478,Panas,Panas
13961,2012-08-09,3,1,8,21,0,4,1,2,0.7,0.6515,0.58,0.1642,50,286,336,Panas,Panas
13962,2012-08-09,3,1,8,22,0,4,1,2,0.66,0.6212,0.69,0.2239,41,218,259,Hangat,Hangat
13963,2012-08-09,3,1,8,23,0,4,1,1,0.66,0.6212,0.74,0.0,19,137,156,Hangat,Hangat
13964,2012-08-10,3,1,8,0,0,5,1,1,0.7,0.6515,0.65,0.0896,17,68,85,Panas,Panas
13965,2012-08-10,3,1,8,1,0,5,1,1,0.7,0.6515,0.65,0.1045,6,35,41,Panas,Panas
13966,2012-08-10,3,1,8,2,0,5,1,1,0.7,0.6667,0.74,0.1642,6,14,20,Panas,Panas
13967,2012-08-10,3,1,8,3,0,5,1,2,0.72,0.697,0.79,0.194,3,6,9,Panas,Panas
13968,2012-08-10,3,1,8,4,0,5,1,3,0.7,0.6667,0.84,0.2836,0,7,7,Panas,Panas
13969,2012-08-10,3,1,8,5,0,5,1,3,0.7,0.6667,0.84,0.2836,4,29,33,Panas,Panas
13970,2012-08-10,3,1,8,6,0,5,1,3,0.64,0.5758,0.89,0.2985,3,41,44,Hangat,Hangat
13971,2012-08-10,3,1,8,7,0,5,1,3,0.64,0.5758,0.89,0.1045,5,128,133,Hangat,Hangat
13972,2012-08-10,3,1,8,8,0,5,1,3,0.62,0.5455,0.91,0.1642,7,112,119,Hangat,Hangat
13973,2012-08-10,3,1,8,9,0,5,1,2,0.64,0.5758,0.89,0.0,21,199,220,Hangat,Hangat
13974,2012-08-10,3,1,8,10,0,5,1,1,0.66,0.5909,0.89,0.1045,27,166,193,Hangat,Hangat
13975,2012-08-10,3,1,8,11,0,5,1,3,0.68,0.6364,0.79,0.1343,73,178,251,Panas,Panas
13976,2012-08-10,3,1,8,12,0,5,1,2,0.74,0.697,0.66,0.3582,75,240,315,Panas,Panas
13977,2012-08-10,3,1,8,13,0,5,1,2,0.76,0.7121,0.58,0.3582,66,224,290,Panas,Panas
13978,2012-08-10,3,1,8,14,0,5,1,1,0.76,0.7121,0.58,0.3582,71,236,307,Panas,Panas
13979,2012-08-10,3,1,8,15,0,5,1,1,0.8,0.7424,0.52,0.4478,100,224,324,Panas,Panas
13980,2012-08-10,3,1,8,16,0,5,1,1,0.78,0.7273,0.55,0.2985,96,371,467,Panas,Panas
13981,2012-08-10,3,1,8,17,0,5,1,1,0.8,0.7424,0.52,0.2836,111,619,730,Panas,Panas
13982,2012-08-10,3,1,8,18,0,5,1,1,0.76,0.7121,0.62,0.2985,88,552,640,Panas,Panas
13983,2012-08-10,3,1,8,19,0,5,1,1,0.76,0.7121,0.62,0.2836,98,394,492,Panas,Panas
13984,2012-08-10,3,1,8,20,0,5,1,1,0.74,0.697,0.66,0.2985,55,315,370,Panas,Panas
13985,2012-08-10,3,1,8,21,0,5,1,1,0.74,0.697,0.66,0.2537,50,236,286,Panas,Panas
13986,2012-08-10,3,1,8,22,0,5,1,1,0.72,0.697,0.74,0.2836,50,168,218,Panas,Panas
13987,2012-08-10,3,1,8,23,0,5,1,1,0.72,0.6818,0.7,0.2836,33,159,192,Panas,Panas
13988,2012-08-11,3,1,8,0,0,6,0,1,0.7,0.6515,0.7,0.2836,38,142,180,Panas,Panas
13989,2012-08-11,3,1,8,1,0,6,0,1,0.66,0.6212,0.74,0.2239,32,84,116,Hangat,Hangat
13990,2012-08-11,3,1,8,2,0,6,0,3,0.64,0.5909,0.78,0.194,19,66,85,Hangat,Hangat
13991,2012-08-11,3,1,8,3,0,6,0,3,0.62,0.5758,0.83,0.1642,2,19,21,Hangat,Hangat
13992,2012-08-11,3,1,8,4,0,6,0,1,0.62,0.5758,0.83,0.1045,3,7,10,Hangat,Hangat
13993,2012-08-11,3,1,8,5,0,6,0,1,0.62,0.5606,0.88,0.1045,2,9,11,Hangat,Hangat
13994,2012-08-11,3,1,8,6,0,6,0,2,0.62,0.5606,0.88,0.1045,5,18,23,Hangat,Hangat
13995,2012-08-11,3,1,8,7,0,6,0,1,0.64,0.5758,0.83,0.0896,8,54,62,Hangat,Hangat
13996,2012-08-11,3,1,8,8,0,6,0,1,0.66,0.6061,0.83,0.1045,30,132,162,Hangat,Hangat
13997,2012-08-11,3,1,8,9,0,6,0,1,0.68,0.6364,0.79,0.194,54,217,271,Panas,Panas
13998,2012-08-11,3,1,8,10,0,6,0,1,0.72,0.6818,0.62,0.0896,125,282,407,Panas,Panas
13999,2012-08-11,3,1,8,11,0,6,0,1,0.74,0.697,0.66,0.1642,203,296,499,Panas,Panas
14000,2012-08-11,3,1,8,12,0,6,0,1,0.76,0.7121,0.58,0.2239,214,332,546,Panas,Panas
14001,2012-08-11,3,1,8,13,0,6,0,1,0.8,0.7424,0.49,0.3582,228,341,569,Panas,Panas
14002,2012-08-11,3,1,8,14,0,6,0,1,0.8,0.7424,0.49,0.2985,248,290,538,Panas,Panas
14003,2012-08-11,3,1,8,15,0,6,0,1,0.8,0.7273,0.46,0.2836,246,316,562,Panas,Panas
14004,2012-08-11,3,1,8,16,0,6,0,1,0.8,0.7273,0.46,0.2985,227,304,531,Panas,Panas
14005,2012-08-11,3,1,8,17,0,6,0,3,0.74,0.697,0.66,0.3582,220,292,512,Panas,Panas
14006,2012-08-11,3,1,8,18,0,6,0,2,0.7,0.6667,0.74,0.2985,107,193,300,Panas,Panas
14007,2012-08-11,3,1,8,19,0,6,0,2,0.66,0.5909,0.89,0.1045,97,178,275,Hangat,Hangat
14008,2012-08-11,3,1,8,20,0,6,0,3,0.66,0.5909,0.89,0.4179,31,129,160,Hangat,Hangat
14009,2012-08-11,3,1,8,21,0,6,0,2,0.66,0.5909,0.89,0.1642,26,102,128,Hangat,Hangat
14010,2012-08-11,3,1,8,22,0,6,0,2,0.66,0.5909,0.89,0.1642,40,128,168,Hangat,Hangat
14011,2012-08-11,3,1,8,23,0,6,0,3,0.66,0.6061,0.78,0.1642,42,121,163,Hangat,Hangat
14012,2012-08-12,3,1,8,0,0,0,0,2,0.64,0.6061,0.73,0.1343,24,96,120,Hangat,Hangat
14013,2012-08-12,3,1,8,1,0,0,0,1,0.62,0.5909,0.78,0.1343,21,92,113,Hangat,Hangat
14014,2012-08-12,3,1,8,2,0,0,0,1,0.64,0.6061,0.69,0.1343,19,67,86,Hangat,Hangat
14015,2012-08-12,3,1,8,3,0,0,0,1,0.62,0.5909,0.73,0.0896,11,37,48,Hangat,Hangat
14016,2012-08-12,3,1,8,4,0,0,0,1,0.64,0.6061,0.69,0.0896,2,8,10,Hangat,Hangat
14017,2012-08-12,3,1,8,5,0,0,0,1,0.64,0.6212,0.61,0.194,1,9,10,Hangat,Hangat
14018,2012-08-12,3,1,8,6,0,0,0,1,0.64,0.6061,0.65,0.1642,2,14,16,Hangat,Hangat
14019,2012-08-12,3,1,8,7,0,0,0,1,0.64,0.6061,0.65,0.1343,9,30,39,Hangat,Hangat
14020,2012-08-12,3,1,8,8,0,0,0,1,0.66,0.6212,0.54,0.2239,35,84,119,Hangat,Hangat
14021,2012-08-12,3,1,8,9,0,0,0,1,0.7,0.6515,0.48,0.2239,64,153,217,Panas,Panas
14022,2012-08-12,3,1,8,10,0,0,0,1,0.7,0.6515,0.51,0.1642,88,240,328,Panas,Panas
14023,2012-08-12,3,1,8,11,0,0,0,1,0.74,0.6667,0.42,0.1642,167,282,449,Panas,Panas
14024,2012-08-12,3,1,8,12,0,0,0,1,0.74,0.6667,0.42,0.194,163,342,505,Panas,Panas
14025,2012-08-12,3,1,8,13,0,0,0,1,0.78,0.697,0.4,0.0,178,365,543,Panas,Panas
14026,2012-08-12,3,1,8,14,0,0,0,1,0.76,0.6818,0.4,0.194,213,366,579,Panas,Panas
14027,2012-08-12,3,1,8,15,0,0,0,1,0.76,0.6818,0.4,0.1343,235,342,577,Panas,Panas
14028,2012-08-12,3,1,8,16,0,0,0,1,0.76,0.6818,0.4,0.1045,213,300,513,Panas,Panas
14029,2012-08-12,3,1,8,17,0,0,0,1,0.8,0.697,0.33,0.0,186,319,505,Panas,Panas
14030,2012-08-12,3,1,8,18,0,0,0,1,0.78,0.6818,0.35,0.1045,164,327,491,Panas,Panas
14031,2012-08-12,3,1,8,19,0,0,0,1,0.74,0.6515,0.4,0.1343,148,317,465,Panas,Panas
14032,2012-08-12,3,1,8,20,0,0,0,1,0.72,0.6515,0.45,0.0,96,204,300,Panas,Panas
14033,2012-08-12,3,1,8,21,0,0,0,1,0.72,0.6667,0.51,0.0896,78,142,220,Panas,Panas
14034,2012-08-12,3,1,8,22,0,0,0,1,0.7,0.6515,0.58,0.1343,40,141,181,Panas,Panas
14035,2012-08-12,3,1,8,23,0,0,0,1,0.68,0.6364,0.61,0.0,25,85,110,Panas,Panas
14036,2012-08-13,3,1,8,0,0,1,1,1,0.66,0.6212,0.65,0.1045,14,33,47,Hangat,Hangat
14037,2012-08-13,3,1,8,1,0,1,1,1,0.66,0.6212,0.65,0.0896,3,11,14,Hangat,Hangat
14038,2012-08-13,3,1,8,2,0,1,1,1,0.64,0.6061,0.69,0.1045,1,8,9,Hangat,Hangat
14039,2012-08-13,3,1,8,3,0,1,1,1,0.64,0.6061,0.69,0.0,1,5,6,Hangat,Hangat
14040,2012-08-13,3,1,8,4,0,1,1,1,0.64,0.6061,0.69,0.1045,0,11,11,Hangat,Hangat
14041,2012-08-13,3,1,8,5,0,1,1,1,0.64,0.6061,0.69,0.1045,3,33,36,Hangat,Hangat
14042,2012-08-13,3,1,8,6,0,1,1,1,0.62,0.5909,0.73,0.0896,4,155,159,Hangat,Hangat
14043,2012-08-13,3,1,8,7,0,1,1,1,0.66,0.6212,0.65,0.1343,11,425,436,Hangat,Hangat
14044,2012-08-13,3,1,8,8,0,1,1,2,0.72,0.6667,0.51,0.0896,25,648,673,Panas,Panas
14045,2012-08-13,3,1,8,9,0,1,1,2,0.74,0.6667,0.45,0.0,40,265,305,Panas,Panas
14046,2012-08-13,3,1,8,10,0,1,1,2,0.76,0.6818,0.4,0.0,88,111,199,Panas,Panas
14047,2012-08-13,3,1,8,11,0,1,1,1,0.76,0.6818,0.4,0.0896,94,151,245,Panas,Panas
14048,2012-08-13,3,1,8,12,0,1,1,1,0.78,0.697,0.4,0.194,96,180,276,Panas,Panas
14049,2012-08-13,3,1,8,13,0,1,1,1,0.78,0.697,0.4,0.1642,79,175,254,Panas,Panas
14050,2012-08-13,3,1,8,14,0,1,1,1,0.8,0.697,0.33,0.1045,85,163,248,Panas,Panas
14051,2012-08-13,3,1,8,15,0,1,1,1,0.82,0.7273,0.34,0.2239,80,194,274,Panas,Panas
14052,2012-08-13,3,1,8,16,0,1,1,1,0.8,0.7121,0.36,0.0896,116,348,464,Panas,Panas
14053,2012-08-13,3,1,8,17,0,1,1,1,0.8,0.7121,0.36,0.1642,102,716,818,Panas,Panas
14054,2012-08-13,3,1,8,18,0,1,1,1,0.76,0.697,0.52,0.2836,103,709,812,Panas,Panas
14055,2012-08-13,3,1,8,19,0,1,1,1,0.74,0.6818,0.58,0.1642,88,467,555,Panas,Panas
14056,2012-08-13,3,1,8,20,0,1,1,1,0.74,0.6818,0.62,0.2239,58,374,432,Panas,Panas
14057,2012-08-13,3,1,8,21,0,1,1,1,0.72,0.6818,0.66,0.194,44,246,290,Panas,Panas
14058,2012-08-13,3,1,8,22,0,1,1,1,0.72,0.6818,0.62,0.3284,44,148,192,Panas,Panas
14059,2012-08-13,3,1,8,23,0,1,1,1,0.7,0.6515,0.7,0.2239,28,100,128,Panas,Panas
14060,2012-08-14,3,1,8,0,0,2,1,1,0.7,0.6667,0.74,0.2239,12,48,60,Panas,Panas
14061,2012-08-14,3,1,8,1,0,2,1,1,0.68,0.6364,0.79,0.2537,8,19,27,Panas,Panas
14062,2012-08-14,3,1,8,2,0,2,1,2,0.68,0.6364,0.83,0.194,2,9,11,Panas,Panas
14063,2012-08-14,3,1,8,3,0,2,1,2,0.68,0.6364,0.83,0.194,0,3,3,Panas,Panas
14064,2012-08-14,3,1,8,4,0,2,1,2,0.68,0.6364,0.83,0.194,0,5,5,Panas,Panas
14065,2012-08-14,3,1,8,5,0,2,1,2,0.68,0.6364,0.89,0.194,1,35,36,Panas,Panas
14066,2012-08-14,3,1,8,6,0,2,1,3,0.64,0.5758,0.83,0.194,1,63,64,Hangat,Hangat
14067,2012-08-14,3,1,8,7,0,2,1,2,0.66,0.6061,0.83,0.0896,1,178,179,Hangat,Hangat
14068,2012-08-14,3,1,8,8,0,2,1,2,0.66,0.5909,0.89,0.0896,27,591,618,Hangat,Hangat
14069,2012-08-14,3,1,8,9,0,2,1,2,0.7,0.6667,0.74,0.0,48,354,402,Panas,Panas
14070,2012-08-14,3,1,8,10,0,2,1,1,0.7,0.6667,0.79,0.1045,53,155,208,Panas,Panas
14071,2012-08-14,3,1,8,11,0,2,1,1,0.74,0.6818,0.62,0.0,69,127,196,Panas,Panas
14072,2012-08-14,3,1,8,12,0,2,1,1,0.78,0.7121,0.49,0.1343,93,207,300,Panas,Panas
14073,2012-08-14,3,1,8,13,0,2,1,1,0.8,0.7273,0.46,0.0896,83,203,286,Panas,Panas
14074,2012-08-14,3,1,8,14,0,2,1,1,0.82,0.7424,0.41,0.2239,80,175,255,Panas,Panas
14075,2012-08-14,3,1,8,15,0,2,1,1,0.82,0.7576,0.46,0.2239,84,199,283,Panas,Panas
14076,2012-08-14,3,1,8,16,0,2,1,1,0.82,0.7424,0.43,0.2239,95,363,458,Panas,Panas
14077,2012-08-14,3,1,8,17,0,2,1,3,0.76,0.7273,0.66,0.2537,78,734,812,Panas,Panas
14078,2012-08-14,3,1,8,18,0,2,1,1,0.76,0.7121,0.62,0.2836,97,757,854,Panas,Panas
14079,2012-08-14,3,1,8,19,0,2,1,1,0.76,0.7273,0.66,0.194,94,533,627,Panas,Panas
14080,2012-08-14,3,1,8,20,0,2,1,1,0.74,0.7121,0.74,0.2239,65,371,436,Panas,Panas
14081,2012-08-14,3,1,8,21,0,2,1,1,0.74,0.6818,0.62,0.2239,56,252,308,Panas,Panas
14082,2012-08-14,3,1,8,22,0,2,1,1,0.72,0.6818,0.66,0.0896,28,161,189,Panas,Panas
14083,2012-08-14,3,1,8,23,0,2,1,1,0.72,0.6818,0.66,0.1642,53,114,167,Panas,Panas
14084,2012-08-15,3,1,8,0,0,3,1,1,0.7,0.6515,0.61,0.194,8,52,60,Panas,Panas
14085,2012-08-15,3,1,8,1,0,3,1,1,0.7,0.6515,0.61,0.0,6,31,37,Panas,Panas
14086,2012-08-15,3,1,8,2,0,3,1,1,0.68,0.6364,0.65,0.0,1,7,8,Panas,Panas
14087,2012-08-15,3,1,8,3,0,3,1,1,0.66,0.6212,0.74,0.1045,1,10,11,Hangat,Hangat
14088,2012-08-15,3,1,8,4,0,3,1,1,0.64,0.5758,0.83,0.1045,0,4,4,Hangat,Hangat
14089,2012-08-15,3,1,8,5,0,3,1,1,0.64,0.5909,0.78,0.1045,4,35,39,Hangat,Hangat
14090,2012-08-15,3,1,8,6,0,3,1,1,0.64,0.5909,0.78,0.1045,12,160,172,Hangat,Hangat
14091,2012-08-15,3,1,8,7,0,3,1,2,0.66,0.6212,0.69,0.194,25,467,492,Hangat,Hangat
